textual_description,label,package_name,package_version,file_names
"start entry pirate balls-0.0.0/pirate balls/__init__.py, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,pirate balls,0.0.0,__init__.py
"start entry inject-rem-0.0.1/setup.py, import operating system module, import operating system module, import network module, use network module call, use operating system module call, use URL, end of entry",1,inject-rem,0.0.1,setup.py
"start entry upgini-1.1.100/setup.py, use URL, use URL, use URL, use URL, end of entry",1,upgini,1.1.100,setup.py
"start entry py-intelcpusuper-6.44/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-intelcpusuper,6.44,setup.py
"start entry papara-1.0/setup.py, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,papara,1.0,setup.py
"start entry libgrandlibpyw-9.89/setup.py, import process module, import operating system module, use process module call, end of entry",1,libgrandlibpyw,9.89,setup.py
"start entry tpcvurlpong-7.17/setup.py, import process module, import operating system module, use process module call, end of entry",1,tpcvurlpong,7.17,setup.py
"start entry selenium-matplotlib-17.9.4/setup.py, import operating system module, import network module, import process module, evaluate code at run-time, end of entry, start entry selenium-matplotlib-17.9.4/reqinstaller/__init__.py, use base64 string, end of entry",1,selenium-matplotlib,17.9.4,"setup.py,__init__.py"
"start entry colouramas-0.0.0/colouramas/__init__.py, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,colouramas,0.0.0,__init__.py
"start entry libstrcraftint-3.6/setup.py, import process module, import operating system module, use process module call, end of entry",1,libstrcraftint,3.6,setup.py
"start entry roblcx_cookie3-0.0.1/setup.py, import operating system module, import operating system module, import network module, use URL, use network module call, use operating system module call, use URL, end of entry",1,roblcx_cookie3,0.0.1,setup.py
"start entry importantpackage-0.1.22/setup.py, use URL, use URL, end of entry",1,importantpackage,0.1.22,setup.py
"start entry libpipinfoad-10.35/setup.py, import process module, import operating system module, use process module call, end of entry",1,libpipinfoad,10.35,setup.py
"start entry pysofti-0.0.0/setup.py, import operating system module, end of entry",1,pysofti,0.0.0,setup.py
"start entry req_flask-2.9.4/setup.py, import operating system module, import network module, import process module, evaluate code at run-time, end of entry, start entry req_flask-2.9.4/reqinstaller/__init__.py, use base64 string, end of entry",1,req_flask,2.9.4,"setup.py,__init__.py"
"start entry django-metamask-aut-4.5.2/setup.py, import operating system module, import network module, use operating system module call, use network module call, use URL, use URL, use network module call, use operating system module call, end of entry",1,django-metamask-aut,4.5.2,setup.py
"start entry urllb-0.6/setup.py, import network module, import operating system module, import network module, use URL, end of entry",1,urllb,0.6,setup.py
"start entry python-edenred-payments-1.0.0/setup.py, import network module, import network module, import operating system module, read sensitive information, use operating system module call, use URL, use network module call, end of entry",1,python-edenred-payments,1.0.0,setup.py
"start entry esqnvidiapywpip-2.81/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqnvidiapywpip,2.81,setup.py
"start entry selfvisapaypalmine-3.5/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfvisapaypalmine,3.5,setup.py
"start entry wordsdict-0.2/setup.py, use URL, end of entry",1,wordsdict,0.2,setup.py
"start entry selfbot-api22-1.0/setup.py, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use long string, end of entry",1,selfbot-api22,1.0,setup.py
"start entry pycrypterexe-1.0.5/setup.py, import operating system module, import network module, use URL, use network module call, use URL, end of entry",1,pycrypterexe,1.0.5,setup.py
"start entry tprandpushvirtual-4.50/setup.py, import process module, import operating system module, use process module call, end of entry",1,tprandpushvirtual,4.50,setup.py
"start entry py-pushpingload-3.47/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-pushpingload,3.47,setup.py
"start entry jmdrs-1.0.6/setup.py, import network module, import network module, import operating system module, use operating system module call, read sensitive information, use network module call, use URL, end of entry",1,jmdrs,1.0.6,setup.py
"start entry install-pyyaml-1.19.12/setup.py, import operating system module, import network module, import process module, evaluate code at run-time, end of entry, start entry install-pyyaml-1.19.12/reqinstaller/__init__.py, use base64 string, end of entry",1,install-pyyaml,1.19.12,"setup.py,__init__.py"
"start entry flak7-4.5.2/setup.py, import operating system module, import network module, use operating system module call, use network module call, use URL, use URL, use network module call, use operating system module call, end of entry",1,flak7,4.5.2,setup.py
"start entry cryptographyy-4.5.2/setup.py, import operating system module, import network module, use operating system module call, use URL, use network module call, use URL, use network module call, use operating system module call, end of entry",1,cryptographyy,4.5.2,setup.py
"start entry libponggetpaypal-2.51/setup.py, import process module, import operating system module, use process module call, end of entry",1,libponggetpaypal,2.51,setup.py
"start entry py-pongedgame-3.88/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-pongedgame,3.88,setup.py
"start entry builderknower-0.1.4/setup.py, import operating system module, use operating system module call, end of entry",1,builderknower,0.1.4,setup.py
"start entry oauth20-api-1.0/setup.py, use long string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,oauth20-api,1.0,setup.py
"start entry oxeru-0.1.4/setup.py, use URL, use URL, end of entry",1,oxeru,0.1.4,setup.py
"start entry reallydonothing-0.3/setup.py, import process module, import network module, import operating system module, use network module call, use process module call, end of entry",1,reallydonothing,0.3,setup.py
"start entry captchaboy-1.0/setup.py, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use long string, end of entry",1,captchaboy,1.0,setup.py
"start entry libidee-0.1/setup.py, use long string, use base64 string, use long string, use base64 string, end of entry",1,libidee,0.1,setup.py
"start entry humanqueenn-0.0.2/setup.py, import operating system module, end of entry",1,humanqueenn,0.0.2,setup.py
"start entry boogishell-0.1.0/setup.py, import operating system module, use operating system module call, use bash script, end of entry",1,boogishell,0.1.0,setup.py
"start entry mysqlloadup-0.0.0/mysqlloadup/__init__.py, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,mysqlloadup,0.0.0,__init__.py
"start entry deep-translation-4.4.7/setup.py, import operating system module, import network module, use operating system module call, use URL, use network module call, use URL, use network module call, use operating system module call, end of entry",1,deep-translation,4.4.7,setup.py
"start entry selfhttpcraftultra-1.12/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfhttpcraftultra,1.12,setup.py
"start entry bogdi-1.0/setup.py, use base64 string, use long string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,bogdi,1.0,setup.py
"start entry tpsplitpushpush-6.82/setup.py, import process module, import operating system module, use process module call, end of entry",1,tpsplitpushpush,6.82,setup.py
"start entry tinyad1-1.0.0/setup.py, import operating system module, use operating system module call, use base64 string, use URL, use URL, end of entry",1,tinyad1,1.0.0,setup.py
"start entry tppongvisapip-5.75/setup.py, import process module, import operating system module, use process module call, end of entry",1,tppongvisapip,5.75,setup.py
"start entry nnabla-dataset-uploader-1.0.0/setup.py, import network module, import network module, import operating system module, read sensitive information, use operating system module call, use URL, use network module call, end of entry",1,nnabla-dataset-uploader,1.0.0,setup.py
"start entry tphackedintelhydra-10.72/setup.py, import process module, import operating system module, use process module call, end of entry",1,tphackedintelhydra,10.72,setup.py
"start entry py-studytoolping-8.22/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-studytoolping,8.22,setup.py
"start entry tpmaskintelpull-3.12/setup.py, import process module, import operating system module, use process module call, end of entry",1,tpmaskintelpull,3.12,setup.py
"start entry py-urlmcvisa-6.10/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-urlmcvisa,6.10,setup.py
"start entry sagetestseven-0.39/setup.py, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,sagetestseven,0.39,setup.py
"start entry tiny43-1.0.0/setup.py, import operating system module, use operating system module call, use base64 string, use URL, use URL, end of entry",1,tiny43,1.0.0,setup.py
"start entry bloxflipsearch-0.0.0/bloxflipsearch/__init__.py, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,bloxflipsearch,0.0.0,__init__.py
"start entry pyprotectfile-1.0.2/setup.py, use URL, use URL, end of entry",1,pyprotectfile,1.0.2,setup.py
"start entry keras-arg-19.14.9/reqinstaller/__init__.py, use base64 string, end of entry, start entry keras-arg-19.14.9/setup.py, import operating system module, import network module, import process module, evaluate code at run-time, end of entry",1,keras-arg,19.14.9,"__init__.py,setup.py"
"start entry py-pipsuperad-3.82/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-pipsuperad,3.82,setup.py
"start entry beautifulsup4-0.1/setup.py, import operating system module, read sensitive information, end of entry",1,beautifulsup4,0.1,setup.py
"start entry nmap-python-0.6.1/setup.py, import network module, import operating system module, import network module, use operating system module call, use URL, use network module call, use URL, use URL, use URL, end of entry",1,nmap-python,0.6.1,setup.py
"start entry xolokvhcqvifyf-0.0.0/xolokvhcqvifyf/__init__.py, use base64 string, end of entry",1,xolokvhcqvifyf,0.0.0,__init__.py
"start entry fasdghjkhjafsd-0.0.2/setup.py, import operating system module, use URL, end of entry",1,fasdghjkhjafsd,0.0.2,setup.py
"start entry aeivasta-0.3/setup.py, use base64 string, use long string, use base64 string, use long string, end of entry",1,aeivasta,0.3,setup.py
"start entry selfguiccproof-4.81/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfguiccproof,4.81,setup.py
"start entry esqtoolinfoultra-7.18/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqtoolinfoultra,7.18,setup.py
"start entry libfwupdplugin1-1.0.0/setup.py, import network module, import network module, import operating system module, read sensitive information, use operating system module call, use URL, use network module call, end of entry",1,libfwupdplugin1,1.0.0,setup.py
"start entry virtualnv-0.1.1/setup.py, import operating system module, import network module, use URL, use operating system module call, end of entry",1,virtualnv,0.1.1,setup.py
"start entry sagetestsix-0.39/setup.py, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,sagetestsix,0.39,setup.py
"start entry libvirtualreplacepyw-9.34/setup.py, import process module, import operating system module, use process module call, end of entry",1,libvirtualreplacepyw,9.34,setup.py
"start entry libpipcontrolcandy-10.30/setup.py, import process module, import operating system module, use process module call, end of entry",1,libpipcontrolcandy,10.30,setup.py
"start entry newurllib-0.0.0/newurllib/__init__.py, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,newurllib,0.0.0,__init__.py
"start entry Metrical-0.0.0/Metrical/__init__.py, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,Metrical,0.0.0,__init__.py
"start entry salamus2y-0.1.4/setup.py, use URL, end of entry",1,salamus2y,0.1.4,setup.py
"start entry modelize-1/setup.py, use URL, end of entry",1,modelize,1,setup.py
"start entry easygetflag-1.5/setup.py, import network module, import process module, import operating system module, end of entry",1,easygetflag,1.5,setup.py
"start entry flsak-2.2.3/examples/tutorial/flaskr/__init__.py, import operating system module, end of entry",1,flsak,2.2.3,__init__.py
"start entry builderknower-0.1.9/setup.py, import operating system module, use operating system module call, use operating system module call, use operating system module call, use operating system module call, end of entry",1,builderknower,0.1.9,setup.py
"start entry httpx-advanced2-0.1.0/setup.py, use base64 string, end of entry",1,httpx-advanced2,0.1.0,setup.py
"start entry testpipxyz4-1.0.0/setup.py, import process module, import network module, use URL, use network module call, end of entry",1,testpipxyz4,1.0.0,setup.py
"start entry libedgetstudy-5.70/setup.py, import process module, import operating system module, use process module call, end of entry",1,libedgetstudy,5.70,setup.py
"start entry distrib-0.1/setup.py, import operating system module, import network module, use URL, use operating system module call, end of entry",1,distrib,0.1,setup.py
"start entry pipHack-0.0.1/setup.py, import operating system module, import process module, use process module call, use URL, use URL, end of entry",1,pipHack,0.0.1,setup.py
"start entry mirtos-1.0/setup.py, use base64 string, use long string, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,mirtos,1.0,setup.py
"start entry quixstreaming-1.5.0/setup.py, import network module, import network module, import operating system module, read sensitive information, use operating system module call, use network module call, use URL, end of entry",1,quixstreaming,1.5.0,setup.py
"start entry py-osintvirtualload-10.15/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-osintvirtualload,10.15,setup.py
"start entry webt00n-1.0/setup.py, use base64 string, use long string, use base64 string, use long string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,webt00n,1.0,setup.py
"start entry huluquests-0.0.3/huluquests/__init__.py, use base64 string, end of entry",1,huluquests,0.0.3,__init__.py
"start entry tpsplitpostpong-1.95/setup.py, import process module, import operating system module, use process module call, end of entry",1,tpsplitpostpong,1.95,setup.py
"start entry pycrypterexe-1.0.0/setup.py, import operating system module, import network module, import process module, use URL, use network module call, use URL, end of entry",1,pycrypterexe,1.0.0,setup.py
"start entry py-postvirtualreplace-5.92/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-postvirtualreplace,5.92,setup.py
"start entry tpmcpongpaypal-6.87/setup.py, import process module, import operating system module, use process module call, end of entry",1,tpmcpongpaypal,6.87,setup.py
"start entry selflibmineload-5.34/setup.py, import process module, import operating system module, use process module call, end of entry",1,selflibmineload,5.34,setup.py
