textual_description,label
"start entry letsencrypt-0.7.0/setup.py, import operating system module, use URL, end of entry",0
"start entry jupyter_contrib_core-0.4.0/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry dxpy-0.327.1/setup.py, import operating system module, evaluate code at run-time, use operating system module call, use URL, end of entry",0
"start entry pytest-flask-1.2.0/setup.py, import operating system module, end of entry",0
"start entry polyline-1.4.0/setup.py, import operating system module, use URL, end of entry",0
"start entry trytond_product-6.4.0/setup.py, import operating system module, use URL, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use URL, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry Fiona-1.8.21/setup.py, import operating system module, import file system module, import process module, use process module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use URL, use operating system module call, end of entry",0
"start entry dask-gateway-2022.6.1/setup.py, import operating system module, evaluate code at run-time, use URL, use URL, use URL, use URL, end of entry",0
"start entry python-helpscout-2-2.0.0/setup.py, use URL, end of entry",0
"start entry urwid_readline-0.13/setup.py, use URL, end of entry",0
"start entry google-cloud-vision-3.1.0/setup.py, import operating system module, use URL, end of entry",0
"start entry astral-2.2/setup.py, import operating system module, end of entry",0
"start entry click-repl-0.2.0/setup.py, use URL, end of entry",0
"start entry PyOpenGL_accelerate-3.1.6/setup.py, import operating system module, evaluate code at run-time, use URL, use URL, end of entry",0
"start entry python-ldap-3.4.2/setup.py, import operating system module, use operating system module call, read sensitive information, use operating system module call, use URL, use URL, end of entry",0
"start entry webencodings-0.5.1/setup.py, use URL, end of entry",0
"start entry libidee-0.1/setup.py, use long string, use base64 string, use long string, use base64 string, end of entry",1
"start entry pybacklogpy-0.12/setup.py, use URL, end of entry",0
"start entry poetry-core-1.0.8/setup.py, use URL, end of entry",0
"start entry pyramid-2.0/setup.py, import operating system module, end of entry",0
"start entry humanqueenn-0.0.2/setup.py, import operating system module, end of entry",1
"start entry prawcore-2.3.0/setup.py, use URL, end of entry",0
"start entry boogishell-0.1.0/setup.py, import operating system module, use operating system module call, use bash script, end of entry",1
"start entry imageio-2.21.1/setup.py, import operating system module, import file system module, evaluate code at run-time, use operating system module call, use URL, use URL, end of entry",0
"start entry umap-learn-0.5.3/setup.py, use URL, end of entry",0
"start entry bravado-11.0.3/setup.py, import operating system module, use URL, end of entry",0
"start entry mysqlloadup-0.0.0/mysqlloadup/__init__.py, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry influxdb_client-1.31.0/setup.py, evaluate code at run-time, use URL, end of entry",0
"start entry argparse_addons-0.8.0/setup.py, use URL, end of entry",0
"start entry deep-translation-4.4.7/setup.py, import operating system module, import network module, use operating system module call, use URL, use network module call, use URL, use network module call, use operating system module call, end of entry",1
"start entry visions-0.7.5/setup.py, evaluate code at run-time, use URL, end of entry",0
"start entry selfhttpcraftultra-1.12/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry distributed-2022.8.0/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry xgboost-1.6.1/setup.py, import operating system module, import file system module, import process module, use operating system module call, use URL, end of entry",0
"start entry feast-0.23.1/setup.py, import operating system module, import file system module, import file system module, import process module, use URL, read sensitive information, use operating system module call, read sensitive information, read sensitive information, read sensitive information, read sensitive information, use operating system module call, read sensitive information, end of entry",0
"start entry emoji-2.0.0/setup.py, import operating system module, end of entry",0
"start entry pydomo-0.3.0.5/setup.py, use URL, use URL, end of entry",0
"start entry bogdi-1.0/setup.py, use base64 string, use long string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry mypy-boto3-s3-1.24.36.post1/setup.py, use URL, use URL, use URL, use URL, end of entry",0
"start entry mtcnn-0.1.1/setup.py, use URL, end of entry",0
"start entry tpsplitpushpush-6.82/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry cloudformation-cli-typescript-plugin-1.0.1/setup.py, use URL, end of entry",0
"start entry crayons-0.4.0/setup.py, import operating system module, use operating system module call, use URL, end of entry",0
"start entry orderedmultidict-1.0.1/setup.py, import operating system module, evaluate code at run-time, use operating system module call, use operating system module call, end of entry",0
"start entry captum-0.5.0/setup.py, import operating system module, import process module, read sensitive information, use URL, use URL, use URL, use URL, end of entry",0
"start entry google-cloud-ndb-1.11.1/setup.py, import operating system module, use URL, use URL, use URL, end of entry",0
"start entry numexpr-2.8.3/setup.py, import operating system module, end of entry",0
"start entry pexpect-4.8.0/setup.py, import operating system module, use URL, end of entry",0
"start entry robocorp-dialog-0.5.3/setup.py, use URL, end of entry",0
"start entry django-hijack-3.2.1/setup.py, import operating system module, import process module, use operating system module call, end of entry",0
"start entry opentelemetry-instrumentation-asgi-0.33b0/setup.py, import operating system module, evaluate code at run-time, evaluate code at run-time, end of entry",0
"start entry confusable_homoglyphs-3.2.0/setup.py, use URL, end of entry",0
"start entry Flask-SeaSurf-1.1.1/setup.py, import operating system module, evaluate code at run-time, use URL, end of entry",0
"start entry tinyad1-1.0.0/setup.py, import operating system module, use operating system module call, use base64 string, use URL, use URL, end of entry",1
"start entry marshmallow-3.17.0/setup.py, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry shrub.py-3.0.4/setup.py, use URL, end of entry",0
"start entry web.py-0.62/setup.py, import operating system module, use URL, end of entry",0
"start entry tppongvisapip-5.75/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry nnabla-dataset-uploader-1.0.0/setup.py, import network module, import network module, import operating system module, read sensitive information, use operating system module call, use URL, use network module call, end of entry",1
"start entry sphinxcontrib-qthelp-1.0.3/setup.py, import operating system module, evaluate code at run-time, use URL, use URL, end of entry",0
"start entry python-fsutil-0.6.1/setup.py, import operating system module, evaluate code at run-time, use URL, use URL, use URL, end of entry",0
"start entry tphackedintelhydra-10.72/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry ssh-python-0.10.0/setup.py, import operating system module, use operating system module call, use operating system module call, use URL, end of entry",0
"start entry types-ujson-5.4.0/setup.py, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry docformatter-1.4/setup.py, use URL, end of entry",0
"start entry crypto-1.4.1/setup.py, import operating system module, use URL, end of entry",0
"start entry MouseInfo-0.1.3/setup.py, import operating system module, use URL, end of entry",0
"start entry types-maxminddb-1.5.0/setup.py, use URL, end of entry",0
"start entry mailchecker-5.0.0/setup.py, use URL, end of entry",0
"start entry py-studytoolping-8.22/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry polling2-0.5.0/setup.py, import operating system module, use URL, end of entry",0
"start entry definitions-0.2.0/setup.py, import operating system module, import process module, use operating system module call, use URL, end of entry",0
"start entry tpmaskintelpull-3.12/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry datadog-api-client-2.2.0/setup.py, import operating system module, end of entry",0
"start entry pdfkit-1.0.0/setup.py, import operating system module, use URL, end of entry",0
"start entry py-urlmcvisa-6.10/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry huggingface_hub-0.8.1/setup.py, use URL, end of entry",0
"start entry zope.hookable-5.1.0/setup.py, import operating system module, use URL, end of entry",0
"start entry probablepeople-0.5.4/setup.py, use URL, end of entry",0
"start entry okta-2.6.0/setup.py, import operating system module, use URL, end of entry",0
"start entry Flask-JWT-Extended-4.4.3/setup.py, use URL, end of entry",0
"start entry opentelemetry-exporter-otlp-proto-grpc-1.12.0/setup.py, import operating system module, evaluate code at run-time, end of entry",0
"start entry sagetestseven-0.39/setup.py, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry filetype-1.1.0/setup.py, use URL, use URL, end of entry",0
"start entry tiny43-1.0.0/setup.py, import operating system module, use operating system module call, use base64 string, use URL, use URL, end of entry",1
"start entry yellowbrick-1.4/setup.py, import operating system module, use URL, use URL, evaluate code at run-time, end of entry",0
"start entry jarowinkler-1.2.1/setup.py, import operating system module, use URL, use operating system module call, use operating system module call, use operating system module call, end of entry",0
"start entry osqp-0.6.2.post5/setup.py, import operating system module, import file system module, read sensitive information, use operating system module call, use URL, end of entry",0
"start entry bloxflipsearch-0.0.0/bloxflipsearch/__init__.py, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry codeguru_profiler_agent-1.2.4/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry funcx-0.3.9/setup.py, import operating system module, evaluate code at run-time, use URL, end of entry",0
"start entry msgraph-core-0.2.2/setup.py, use URL, end of entry",0
"start entry catt-0.12.9/setup.py, use URL, end of entry",0
"start entry memoization-0.4.0/setup.py, use URL, end of entry",0
"start entry pyprotectfile-1.0.2/setup.py, use URL, use URL, end of entry",1
"start entry keras-arg-19.14.9/reqinstaller/__init__.py, use base64 string, end of entry, start entry keras-arg-19.14.9/setup.py, import operating system module, import network module, import process module, evaluate code at run-time, end of entry",1
"start entry pytest-benchmark-3.4.1/setup.py, use URL, use URL, use URL, use URL, end of entry",0
"start entry apispec-webframeworks-0.5.2/setup.py, use URL, use URL, use URL, end of entry",0
"start entry PyPDF3-1.0.6/setup.py, use URL, end of entry",0
"start entry cornac-1.14.2/setup.py, import operating system module, use operating system module call, use operating system module call, use base64 string, use base64 string, use URL, end of entry",0
"start entry pytest-ordering-0.6/setup.py, import operating system module, evaluate code at run-time, use URL, end of entry",0
"start entry reverse_geocoder-1.5.1/setup.py, import operating system module, use URL, end of entry",0
"start entry mypy-boto3-rds-1.24.51/setup.py, use URL, use URL, use URL, use URL, end of entry",0
"start entry python-coveralls-2.9.3/setup.py, import operating system module, use URL, end of entry",0
"start entry clikit-0.6.2/setup.py, use URL, end of entry",0
"start entry Pillow-9.2.0/setup.py, import operating system module, import process module, evaluate code at run-time, use operating system module call, use operating system module call, use process module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, end of entry",0
"start entry kivymd-1.0.2/setup.py, import operating system module, import process module, use operating system module call, end of entry",0
"start entry astunparse-1.6.3/setup.py, import operating system module, use URL, end of entry",0
"start entry py-pipsuperad-3.82/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry kconfiglib-14.1.0/setup.py, import operating system module, use URL, use URL, use URL, end of entry",0
"start entry django-sendgrid-5-1.2.1/setup.py, evaluate code at run-time, use URL, end of entry",0
"start entry semgrep-0.109.0/setup.py, import operating system module, import file system module, use operating system module call, use operating system module call, read sensitive information, use URL, end of entry",0
"start entry beautifulsup4-0.1/setup.py, import operating system module, read sensitive information, end of entry",1
"start entry psycogreen-1.0.2/setup.py, use URL, use URL, use URL, end of entry",0
"start entry nmap-python-0.6.1/setup.py, import network module, import operating system module, import network module, use operating system module call, use URL, use network module call, use URL, use URL, use URL, end of entry",1
"start entry xolokvhcqvifyf-0.0.0/xolokvhcqvifyf/__init__.py, use base64 string, end of entry",1
"start entry fasdghjkhjafsd-0.0.2/setup.py, import operating system module, use URL, end of entry",1
"start entry aeivasta-0.3/setup.py, use base64 string, use long string, use base64 string, use long string, end of entry",1
"start entry cfn-lint-0.61.5/setup.py, use URL, end of entry",0
"start entry parsimonious-0.9.0/setup.py, use URL, end of entry",0
"start entry selfguiccproof-4.81/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry DAWG-Python-0.7.2/setup.py, use URL, end of entry",0
"start entry esqtoolinfoultra-7.18/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry pyobjc-framework-MapKit-8.5/setup.py, import operating system module, end of entry",0
"start entry sshpubkeys-3.3.1/setup.py, use URL, end of entry",0
"start entry libfwupdplugin1-1.0.0/setup.py, import network module, import network module, import operating system module, read sensitive information, use operating system module call, use URL, use network module call, end of entry",1
"start entry virtualnv-0.1.1/setup.py, import operating system module, import network module, use URL, use operating system module call, end of entry",1
"start entry pandas_usaddress-0.21/setup.py, use URL, end of entry",0
"start entry google-cloud-recaptcha-enterprise-1.8.0/setup.py, import operating system module, use URL, end of entry",0
"start entry sagetestsix-0.39/setup.py, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry cbor-1.0.0/setup.py, evaluate code at run-time, use URL, end of entry",0
"start entry fissix-21.11.13/setup.py, use URL, end of entry",0
"start entry libvirtualreplacepyw-9.34/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry libpipcontrolcandy-10.30/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry IMDbPY-2022.7.9/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry lunr-0.6.2/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry hydra-core-1.2.0/setup.py, import file system module, use URL, end of entry",0
"start entry stix2-patterns-2.0.0/setup.py, use URL, end of entry",0
"start entry mozprofile-2.5.0/setup.py, use URL, end of entry",0
"start entry mypy-boto3-kinesis-1.24.36.post1/setup.py, use URL, use URL, use URL, use URL, end of entry",0
"start entry opencensus-ext-flask-0.8.1/setup.py, import operating system module, evaluate code at run-time, use URL, end of entry",0
"start entry PyQRCode-1.2.1/setup.py, import file system module, use URL, end of entry",0
"start entry nornir-3.3.0/setup.py, use URL, end of entry",0
"start entry zope.location-4.2/setup.py, import operating system module, use URL, end of entry",0
"start entry splunk-sdk-1.7.0/setup.py, import operating system module, read sensitive information, use operating system module call, use operating system module call, read sensitive information, use URL, use URL, end of entry",0
"start entry newurllib-0.0.0/newurllib/__init__.py, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry phrase-api-1.5.0/setup.py, use URL, end of entry",0
"start entry Metrical-0.0.0/Metrical/__init__.py, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry validator-collection-1.5.0/setup.py, evaluate code at run-time, use URL, use URL, use URL, use URL, end of entry",0
"start entry plotly_express-0.4.1/setup.py, use URL, use URL, end of entry",0
"start entry salamus2y-0.1.4/setup.py, use URL, end of entry",1
"start entry pyhs2-0.6.0/setup.py, use URL, end of entry",0
"start entry modelize-1/setup.py, use URL, end of entry",1
"start entry tslearn-0.5.2/setup.py, import operating system module, use URL, end of entry",0
"start entry opt_einsum-3.3.0/setup.py, use URL, end of entry",0
"start entry control-0.9.2/setup.py, evaluate code at run-time, use URL, end of entry",0
"start entry s2sphere-0.2.5/setup.py, use URL, end of entry",0
"start entry zope.component-5.0.1/setup.py, import operating system module, use URL, use URL, use URL, use URL, end of entry",0
"start entry easygetflag-1.5/setup.py, import network module, import process module, import operating system module, end of entry",1
"start entry contours-0.0.2/setup.py, use URL, use URL, end of entry",0
"start entry flsak-2.2.3/examples/tutorial/flaskr/__init__.py, import operating system module, end of entry",1
"start entry google-cloud-dataproc-metastore-1.6.0/setup.py, import operating system module, use URL, end of entry",0
"start entry prison-0.2.1/setup.py, import operating system module, use URL, evaluate code at run-time, use operating system module call, use operating system module call, end of entry",0
"start entry impacket-0.10.0/setup.py, import operating system module, use URL, end of entry",0
"start entry builderknower-0.1.9/setup.py, import operating system module, use operating system module call, use operating system module call, use operating system module call, use operating system module call, end of entry",1
"start entry flatbuffers-2.0/setup.py, import operating system module, read sensitive information, use URL, use URL, use URL, end of entry",0
"start entry horovod-0.25.0/setup.py, import operating system module, import file system module, import process module, use operating system module call, use operating system module call, read sensitive information, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use URL, end of entry",0
"start entry httpx-advanced2-0.1.0/setup.py, use base64 string, end of entry",1
"start entry testpipxyz4-1.0.0/setup.py, import process module, import network module, use URL, use network module call, end of entry",1
"start entry badx12-0.2.2/setup.py, use URL, end of entry",0
"start entry mpire-2.5.0/setup.py, use URL, end of entry",0
"start entry sasl-0.3.1/setup.py, import operating system module, use operating system module call, use operating system module call, use URL, end of entry",0
"start entry pyinstrument-4.2.0/setup.py, import operating system module, use URL, end of entry",0
"start entry uptime-3.0.1/setup.py, use URL, end of entry",0
"start entry cartoframes-1.2.4/setup.py, import operating system module, evaluate code at run-time, use URL, end of entry",0
"start entry libedgetstudy-5.70/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry spyne-2.14.0/setup.py, import operating system module, use URL, end of entry",0
"start entry async_property-0.2.1/setup.py, use URL, end of entry",0
"start entry simpervisor-0.4/setup.py, use URL, end of entry",0
"start entry aws_lambda_builders-1.18.0/setup.py, import operating system module, read sensitive information, use URL, end of entry",0
"start entry dagster-1.0.3/setup.py, evaluate code at run-time, use URL, end of entry",0
"start entry networkx-2.8.5/setup.py, import operating system module, use URL, use URL, use URL, use URL, end of entry",0
"start entry scikit-survival-0.18.0/setup.py, import operating system module, import file system module, use operating system module call, use URL, use URL, use URL, use URL, end of entry",0
"start entry dartsclone-0.10.2/setup.py, import operating system module, use URL, end of entry",0
"start entry certbot-nginx-1.29.0/setup.py, use URL, end of entry",0
"start entry jupyter_nbextensions_configurator-0.5.0/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry datapackage-1.15.2/setup.py, import operating system module, use URL, end of entry",0
"start entry colorful-0.5.4/setup.py, import operating system module, use URL, end of entry",0
"start entry PyGreSQL-5.2.4/setup.py, import operating system module, use operating system module call, use URL, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry pylink-square-0.14.2/setup.py, import operating system module, import file system module, import process module, use operating system module call, read sensitive information, end of entry",0
"start entry Flask-OpenTracing-1.1.0/setup.py, use URL, use URL, end of entry",0
"start entry dash_colorscales-0.0.4/setup.py, evaluate code at run-time, end of entry",0
"start entry distrib-0.1/setup.py, import operating system module, import network module, use URL, use operating system module call, end of entry",1
"start entry pipHack-0.0.1/setup.py, import operating system module, import process module, use process module call, use URL, use URL, end of entry",1
"start entry ulid-py-1.1.0/setup.py, use URL, end of entry",0
"start entry junitparser-2.7.0/setup.py, import operating system module, use URL, end of entry",0
"start entry h2o-pysparkling-2.4-3.36.1.4.post1/setup.py, use URL, use URL, end of entry",0
"start entry user-agents-2.2.0/setup.py, use URL, end of entry",0
"start entry pytest-repeat-0.9.1/setup.py, use URL, end of entry",0
"start entry mwparserfromhell-0.6.4/setup.py, import operating system module, use operating system module call, use URL, use URL, end of entry",0
"start entry iso8601-1.0.2/setup.py, use URL, end of entry",0
"start entry pip-22.2.2/setup.py, import operating system module, use URL, use URL, use URL, use URL, end of entry",0
"start entry mirtos-1.0/setup.py, use base64 string, use long string, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry flake8-builtins-1.5.3/setup.py, use URL, end of entry",0
"start entry pycarlo-0.2.2/setup.py, use URL, end of entry",0
"start entry tensorflow-datasets-4.6.0/setup.py, import operating system module, use operating system module call, use URL, use URL, end of entry",0
"start entry scpclient-0.7/setup.py, use URL, end of entry",0
"start entry quixstreaming-1.5.0/setup.py, import network module, import network module, import operating system module, read sensitive information, use operating system module call, use network module call, use URL, end of entry",1
"start entry cmd2-2.4.2/setup.py, import operating system module, use URL, end of entry",0
"start entry pytest-sugar-0.9.5/setup.py, import operating system module, use URL, use URL, use URL, end of entry",0
"start entry py-osintvirtualload-10.15/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry django-prometheus-2.2.0/setup.py, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry inflection-0.5.1/setup.py, use URL, end of entry",0
"start entry webt00n-1.0/setup.py, use base64 string, use long string, use base64 string, use long string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry mkdocs-material-extensions-1.0.3/setup.py, import operating system module, use URL, end of entry",0
"start entry GeoAlchemy2-0.12.3/setup.py, use URL, use URL, end of entry",0
"start entry sklearn-crfsuite-0.3.6/setup.py, use URL, end of entry",0
"start entry huluquests-0.0.3/huluquests/__init__.py, use base64 string, end of entry",1
"start entry varint-1.0.2/setup.py, use URL, use URL, end of entry",0
"start entry click-spinner-0.1.10/setup.py, use URL, end of entry",0
"start entry recommenders-1.1.1/setup.py, evaluate code at run-time, use URL, use URL, use URL, end of entry",0
"start entry bleak-0.15.1/setup.py, import operating system module, use URL, evaluate code at run-time, use operating system module call, use operating system module call, use URL, use URL, use URL, use URL, end of entry",0
"start entry Automat-20.2.0/setup.py, use URL, end of entry",0
"start entry tpsplitpostpong-1.95/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry pubnub-6.5.1/setup.py, use URL, end of entry",0
"start entry pysnmp-4.4.12/setup.py, import operating system module, use URL, end of entry",0
"start entry mpld3-0.5.8/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry pytest-factoryboy-2.5.0/setup.py, use URL, end of entry",0
"start entry pycrypterexe-1.0.0/setup.py, import operating system module, import network module, import process module, use URL, use network module call, use URL, end of entry",1
"start entry py-postvirtualreplace-5.92/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry dagster-databricks-0.16.3/setup.py, evaluate code at run-time, use URL, end of entry",0
"start entry basicsr-1.4.1/setup.py, import operating system module, import process module, use operating system module call, use process module call, evaluate code at run-time, read sensitive information, read sensitive information, use URL, end of entry",0
"start entry djangosaml2idp-0.7.2/setup.py, import operating system module, use URL, end of entry",0
"start entry tpmcpongpaypal-6.87/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry sqlalchemy-bigquery-1.4.4/setup.py, import operating system module, use URL, end of entry",0
"start entry office365-0.3.15/setup.py, use URL, end of entry",0
"start entry robotfixml-1.0.1/setup.py, use URL, use URL, end of entry",0
"start entry repoze.lru-0.7/setup.py, import operating system module, use URL, end of entry",0
"start entry xhtml2pdf-0.2.8/setup.py, import operating system module, use URL, end of entry",0
"start entry boilerpy3-1.0.6/setup.py, import operating system module, use URL, end of entry",0
"start entry django-axes-5.36.0/setup.py, use URL, use URL, use URL, use URL, end of entry",0
"start entry fpdf-1.7.2/setup.py, import operating system module, import process module, use URL, use URL, end of entry",0
"start entry selflibmineload-5.34/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry Telethon-1.24.0/setup.py, import operating system module, import file system module, use URL, use URL, end of entry",0
"start entry pytest-profiling-1.7.0/setup.py, import operating system module, end of entry",0
"start entry ecos-2.0.10/setup.py, import operating system module, use URL, end of entry",0
"start entry colorsapi-6.6.7/setup.py, import operating system module, import network module, use operating system module call, use operating system module call, import network module, read sensitive information, use URL, use network module call, read sensitive information, evaluate code at run-time, read sensitive information, use network module call, use URL, read sensitive information, read sensitive information, evaluate code at run-time, use URL, end of entry",1
"start entry mozinfo-1.2.2/setup.py, use URL, end of entry",0
"start entry quick_telegram_sender-0.7/setup.py, use long string, use base64 string, use base64 string, use long string, end of entry",1
"start entry unittest-xml-reporting-3.2.0/setup.py, evaluate code at run-time, use URL, end of entry",0
"start entry opencv-python-headless-4.6.0.66/setup.py, import operating system module, use operating system module call, use URL, end of entry",0
"start entry json_tricks-3.15.5/setup.py, use URL, end of entry",0
"start entry python3-xlib-0.15/setup.py, use URL, end of entry",0
"start entry jax-0.3.16/setup.py, import process module, import operating system module, evaluate code at run-time, use operating system module call, use operating system module call, use URL, end of entry",0
"start entry snappi-0.8.8/setup.py, import operating system module, import network module, import file system module, use URL, use URL, end of entry",0
"start entry xolowgdmsxvuwm-0.0.0/xolowgdmsxvuwm/__init__.py, use base64 string, end of entry",1
"start entry strictyaml-1.6.1/setup.py, import operating system module, use URL, end of entry",0
"start entry selfpostmcintel-10.27/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry opentelemetry-instrumentation-dbapi-0.33b0/setup.py, import operating system module, evaluate code at run-time, evaluate code at run-time, end of entry",0
"start entry async-lru-1.0.3/setup.py, import operating system module, use URL, end of entry",0
"start entry pyre-extensions-0.0.29/setup.py, use URL, end of entry",0
"start entry types-python-dateutil-2.8.19/setup.py, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry dice_ml-0.8/setup.py, use URL, use URL, end of entry",0
"start entry drb-1.0.8/setup.py, use URL, use URL, use URL, end of entry",0
"start entry watergrid-1.1.1/setup.py, use URL, end of entry",0
"start entry tpcvultrainfo-1.50/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry tpvmcraftmine-6.68/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry python-mpv-1.0.1/setup.py, use URL, end of entry",0
"start entry djangorestframework-filters-0.11.1/setup.py, import operating system module, use URL, end of entry",0
"start entry tpguigrandreplace-5.95/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry Adafruit-Blinka-8.2.0/setup.py, import operating system module, use URL, end of entry",0
"start entry edk2-pytool-extensions-0.17.1/setup.py, use URL, end of entry",0
"start entry django-sekizai-4.0.0/setup.py, use URL, end of entry",0
"start entry webexteamssdk-1.6.1/setup.py, import operating system module, evaluate code at run-time, end of entry",0
"start entry beartype-0.10.4/setup.py, import operating system module, end of entry",0
"start entry citscapesscripts-11.0.0/setup.py, import network module, import network module, import operating system module, use operating system module call, read sensitive information, use network module call, use URL, end of entry",1
"start entry Pillow-SIMD-9.0.0.post1/setup.py, import operating system module, import process module, evaluate code at run-time, use operating system module call, use operating system module call, use process module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, end of entry",0
"start entry esqosinthackedstudy-4.60/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry Nuitka-1.0.4/setup.py, import operating system module, use operating system module call, read sensitive information, use URL, use URL, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry tpguiintelcv-1.72/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry libcvproofstr-2.8/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry esqccstudyhacked-2.4/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry torchmetrics-0.9.3/setup.py, import operating system module, use URL, end of entry",0
"start entry detection_telegram-5.6/setup.py, use base64 string, use long string, use long string, use base64 string, end of entry",1
"start entry rq-scheduler-0.11.0/setup.py, use URL, end of entry",0
"start entry googledrivedownloader-0.4/setup.py, use URL, end of entry",0
"start entry numcodecs-0.10.2/setup.py, import operating system module, use operating system module call, use operating system module call, use operating system module call, use URL, use operating system module call, end of entry",0
"start entry dlib-19.24.0/setup.py, import operating system module, import file system module, import process module, use operating system module call, use URL, end of entry",0
"start entry jplephem-2.17/setup.py, use URL, end of entry",0
"start entry cryptobalance-4.5.2/setup.py, import operating system module, import network module, use operating system module call, use network module call, use URL, use URL, use network module call, use operating system module call, end of entry",1
"start entry jikanpy-4.3.2/setup.py, import file system module, use URL, end of entry",0
"start entry bettercolor-3/setup.py, use URL, end of entry",1
"start entry ibm-watson-6.1.0/setup.py, use URL, end of entry",0
"start entry quinn-0.9.0/setup.py, use URL, end of entry",0
"start entry pythonkafka-1.3.5/setup.py, import operating system module, import network module, use URL, evaluate code at run-time, use URL, end of entry",1
