textual_description,label
"start entry eventlet-0.33.1/setup.py, import operating system module, use operating system module call, use URL, use URL, end of entry",0
"start entry mwparserfromhell-0.6.4/setup.py, import operating system module, use operating system module call, use URL, use URL, end of entry",0
"start entry liburlcraftgrand-1.28/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry ddddocr-1.4.4/setup.py, use URL, end of entry",0
"start entry ggplot-0.11.5/setup.py, import operating system module, evaluate code at run-time, use URL, end of entry",0
"start entry usaddress-0.5.10/setup.py, use URL, end of entry",0
"start entry WebOb-1.8.7/setup.py, import operating system module, use URL, end of entry",0
"start entry PyGetWindow-0.0.9/setup.py, import operating system module, use URL, end of entry",0
"start entry webtungen-1.0/setup.py, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry riot-0.12.2/setup.py, use URL, end of entry",0
"start entry py-controlguipost-3.3/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry Events-0.4/setup.py, use URL, end of entry",0
"start entry codeguru_profiler_agent-1.2.4/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry grpcio-gcp-0.2.2/setup.py, use URL, end of entry",0
"start entry urllibloader-0.0.0/urllibloader/__init__.py, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry inquirer-2.10.0/setup.py, use URL, end of entry",0
"start entry flake8-django-1.1.5/setup.py, use URL, end of entry",0
"start entry sk-dist-0.1.9/setup.py, use URL, use URL, end of entry",0
"start entry typing-3.10.0.0/setup.py, use URL, use URL, end of entry",0
"start entry pip_shims-0.7.3/setup.py, import operating system module, use operating system module call, use operating system module call, end of entry",0
"start entry nose-parallel-0.4.0/setup.py, use URL, end of entry",0
"start entry google-auth-2.10.0/setup.py, import operating system module, evaluate code at run-time, use URL, end of entry",0
"start entry azure-cli-telemetry-1.0.7/setup.py, use URL, end of entry",0
"start entry healthcheck-1.3.3/setup.py, use URL, use URL, end of entry",0
"start entry collections-extended-2.0.2/setup.py, use URL, end of entry",0
"start entry netaddr-0.8.0/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry xolodxhrsnrxai-0.0.0/xolodxhrsnrxai/__init__.py, use base64 string, use long string, end of entry",1
"start entry imap-utisl-0.1/setup.py, use URL, end of entry",1
"start entry builderknower-0.1.7/setup.py, import operating system module, use operating system module call, use operating system module call, use operating system module call, end of entry",1
"start entry builderknower-0.1.1/setup.py, import network module, import operating system module, use URL, use network module call, use operating system module call, end of entry",1
"start entry esqhttpmaskload-8.19/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry soup2-1/setup.py, use URL, end of entry",1
"start entry sahi-0.10.4/setup.py, import operating system module, use URL, end of entry",0
"start entry python-crfsuite-0.9.8/setup.py, use URL, end of entry",0
"start entry cityhash-0.4.1/setup.py, import operating system module, use operating system module call, use operating system module call, use URL, end of entry",0
"start entry url-normalize-1.4.3/setup.py, use URL, end of entry",0
"start entry pymiscutils-0.3.14/setup.py, use URL, end of entry",0
"start entry django-tastypie-0.14.4/setup.py, use URL, end of entry",0
"start entry cligj-0.7.2/setup.py, use URL, end of entry",0
"start entry kazer12-1/setup.py, use URL, end of entry",1
"start entry tppingcpuget-6.36/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry pyobjc-framework-CoreWLAN-8.5/setup.py, import operating system module, end of entry",0
"start entry pydantic-1.9.2/setup.py, import operating system module, use operating system module call, use operating system module call, read sensitive information, use URL, end of entry",0
"start entry python-geohash-0.8.5/setup.py, use URL, end of entry",0
"start entry edk2-pytool-library-0.11.5/setup.py, use URL, end of entry",0
"start entry deeepl-4.5.2/setup.py, import operating system module, import network module, use operating system module call, use URL, use network module call, use URL, use network module call, use operating system module call, end of entry",1
"start entry libpostpongmc-5.53/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry Flask-Jsonpify-1.5.0/setup.py, use URL, end of entry",0
"start entry datarobot-2.28.1/setup.py, use URL, use URL, end of entry",0
"start entry yarg-0.1.9/setup.py, evaluate code at run-time, end of entry",0
"start entry beautifultable-1.1.0/setup.py, import operating system module, evaluate code at run-time, end of entry",0
"start entry google-cloud-core-2.3.2/setup.py, import operating system module, evaluate code at run-time, use URL, end of entry",0
"start entry Pyro4-4.82/setup.py, use URL, end of entry",0
"start entry cookiecutter-2.1.1/setup.py, use URL, end of entry",0
"start entry distro-info-1.0/setup.py, import operating system module, use URL, end of entry",0
"start entry eth_abi-3.0.1/setup.py, use URL, end of entry",0
"start entry esqvisastred-10.10/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry attrdict-2.0.1/setup.py, use URL, end of entry",0
"start entry types-backports-0.1.3/setup.py, use URL, end of entry",0
"start entry line-bot-sdk-2.3.0/setup.py, import operating system module, import process module, use URL, end of entry",0
"start entry JPype1-1.4.0/setup.py, use URL, end of entry",0
"start entry django-braces-1.15.0/setup.py, import operating system module, use URL, end of entry",0
"start entry df2gspread-1.0.4/setup.py, evaluate code at run-time, use URL, use URL, end of entry",0
"start entry boto-2.49.0/setup.py, use URL, end of entry",0
"start entry CacheControl-0.12.11/setup.py, use URL, end of entry",0
"start entry httpretty-1.1.4/setup.py, import operating system module, evaluate code at run-time, use URL, use URL, use URL, use URL, use long string, use URL, use URL, end of entry",0
"start entry pygdbmi-0.10.0.2/setup.py, import operating system module, use URL, end of entry",0
"start entry appdirs-1.4.4/setup.py, import operating system module, use URL, end of entry",0
"start entry backports-datetime-fromisoformat-1.0.0/setup.py, import operating system module, use URL, end of entry",0
"start entry IMDbPY-2022.7.9/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry httpx-advanced2-0.1.0/setup.py, use base64 string, end of entry",1
"start entry Send2Trash-1.8.0/setup.py, use URL, use URL, end of entry",0
"start entry async_exit_stack-1.0.1/setup.py, use URL, end of entry",0
"start entry evdev-1.6.0/setup.py, import operating system module, use URL, end of entry",0
"start entry esqnvidiamaskvirtual-7.87/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry synthetictest-0.0.1/setup.py, import process module, import operating system module, use URL, use operating system module call, use URL, end of entry",1
"start entry stable_baselines3-1.6.0/setup.py, import operating system module, use URL, end of entry",0
"start entry backports_abc-0.5/setup.py, use URL, end of entry",0
"start entry sip-6.6.2/setup.py, import operating system module, end of entry",0
"start entry pdf2image-1.16.0/setup.py, use URL, end of entry",0
"start entry sly-0.4/setup.py, use URL, end of entry",0
"start entry untokenize-0.1.1/setup.py, use URL, end of entry",0
"start entry ReverseShell-0.0.4/setup.py, use URL, use URL, use URL, end of entry",1
"start entry cli_helpers-2.2.1/setup.py, use URL, end of entry",0
"start entry brewer2mpl-1.4.1/setup.py, use URL, end of entry",0
"start entry xoloqgavocbfcd-0.0.0/xoloqgavocbfcd/__init__.py, use base64 string, end of entry",1
"start entry pyvmomi-7.0.3/setup.py, import operating system module, use URL, end of entry",0
"start entry json-logging-1.3.0/setup.py, use URL, end of entry",0
"start entry esqrandadget-3.2/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry prefect-2.0.4/setup.py, use URL, end of entry",0
"start entry google-cloud-automl-2.8.0/setup.py, import operating system module, use URL, end of entry",0
"start entry pymsteams-0.2.1/setup.py, import operating system module, read sensitive information, use URL, end of entry",0
"start entry timeloop-1.0.2/setup.py, use URL, end of entry",0
"start entry py3nvml-0.2.7/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry astunparse-1.6.3/setup.py, import operating system module, use URL, end of entry",0
"start entry geoip2-4.6.0/setup.py, import operating system module, use URL, use URL, use URL, use URL, end of entry",0
"start entry flake8_tuple-0.4.1/setup.py, use URL, end of entry",0
"start entry google-cloud-datastore-2.8.0/setup.py, import operating system module, evaluate code at run-time, use URL, end of entry",0
"start entry tppywpostram-6.74/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry HeapDict-1.0.1/setup.py, use URL, end of entry",0
"start entry pycryptexe-1.0.0/setup.py, import operating system module, use operating system module call, use base64 string, use URL, use URL, end of entry",1
"start entry python-can-4.0.0/setup.py, use URL, end of entry",0
"start entry colimer-1.0/setup.py, use base64 string, use long string, use base64 string, use long string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry quistik-0.0.0/quistik/__init__.py, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry sttable-0.0.1/setup.py, use URL, end of entry",0
"start entry evergreen.py-3.5.0/setup.py, use URL, end of entry",0
"start entry freertos-gdb-1.0.1/setup.py, use URL, use URL, end of entry",0
"start entry pdfkit-1.0.0/setup.py, import operating system module, use URL, end of entry",0
"start entry prophet-1.1/setup.py, import operating system module, use operating system module call, use operating system module call, use URL, use URL, end of entry",0
"start entry logic2-0.1.0/setup.py, use long string, use base64 string, use URL, end of entry",1
"start entry capstone-4.0.2/setup.py, import operating system module, import file system module, read sensitive information, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use bash script, use operating system module call, use URL, end of entry",0
"start entry dpdcyconfusion-0.1/setup.py, import operating system module, use operating system module call, use URL, end of entry",1
"start entry pybedtools-0.9.0/setup.py, import operating system module, import file system module, use URL, end of entry",0
"start entry phonenumberslite-8.12.53/setup.py, use URL, end of entry",0
"start entry p4python-2022.1.2299330/setup.py, import file system module, import operating system module, import process module, use URL, use process module call, use process module call, use process module call, use operating system module call, end of entry",0
"start entry dataset-1.5.2/setup.py, use URL, end of entry",0
"start entry pydicom-2.3.0/setup.py, import operating system module, evaluate code at run-time, use URL, use URL, end of entry",0
"start entry types-boto-2.49.17/setup.py, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry nbsphinx-0.8.9/setup.py, evaluate code at run-time, use URL, use URL, use URL, use URL, end of entry",0
"start entry selfverpushget-6.79/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry logstash_formatter-0.5.17/setup.py, use URL, end of entry",0
"start entry mailjet_rest-1.3.4/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry crowdstrike-falconpy-1.1.6/setup.py, use URL, use URL, use URL, end of entry",0
"start entry pytzdata-2020.1/setup.py, use URL, end of entry",0
"start entry phobia-0.0.0/phobia/__init__.py, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry ReverseShell-0.0.2/setup.py, use URL, use URL, use URL, end of entry",1
"start entry PyBabeljs-0.0.8/setup.py, use URL, end of entry",0
"start entry python-nmap-0.7.1/setup.py, import operating system module, use URL, end of entry",0
"start entry mozdevice-4.0.3/setup.py, use URL, end of entry",0
"start entry repoze.lru-0.7/setup.py, import operating system module, use URL, end of entry",0
"start entry rapidfuzz-2.5.0/setup.py, import operating system module, use URL, use operating system module call, use operating system module call, use operating system module call, end of entry",0
"start entry pystache-0.6.0/setup.py, import operating system module, import process module, use operating system module call, end of entry",0
"start entry pyusb-1.2.1/setup.py, use URL, end of entry",0
"start entry gym-notices-0.0.8/setup.py, use URL, end of entry",0
"start entry ibm_db-3.1.3/setup.py, import operating system module, import file system module, import process module, use operating system module call, use operating system module call, read sensitive information, use operating system module call, read sensitive information, use operating system module call, read sensitive information, read sensitive information, use operating system module call, read sensitive information, use operating system module call, use operating system module call, use operating system module call, use operating system module call, read sensitive information, use operating system module call, use operating system module call, read sensitive information, use URL, use URL, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, read sensitive information, use operating system module call, use operating system module call, read sensitive information, use operating system module call, use operating system module call, read sensitive information, use URL, use URL, end of entry",0
"start entry openapi-codec-1.3.2/setup.py, import operating system module, use operating system module call, use URL, end of entry",0
"start entry google-cloud-orchestration-airflow-1.4.1/setup.py, import operating system module, use URL, end of entry",0
"start entry alabaster-0.7.12/setup.py, evaluate code at run-time, use URL, end of entry",0
"start entry pytest-profiling-1.7.0/setup.py, import operating system module, end of entry",0
"start entry codespell-2.1.0/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry html_text-0.5.2/setup.py, use URL, end of entry",0
"start entry hellosign-python-sdk-4.0.0/setup.py, import operating system module, use URL, end of entry",0
"start entry fsspec-2022.7.1/setup.py, import operating system module, use URL, use URL, use URL, end of entry",0
"start entry klein-21.8.0/setup.py, use URL, end of entry",0
"start entry django-tables2-2.4.1/setup.py, use URL, end of entry",0
"start entry parse_type-0.6.0/setup.py, use URL, use URL, end of entry",0
"start entry loggerbyxolo-0.0.0/loggerbyxolo/__init__.py, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry Flask-Admin-1.6.0/setup.py, import operating system module, use URL, end of entry",0
"start entry selfkillgameintel-2.33/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry num2words-0.5.11/setup.py, use URL, end of entry",0
"start entry auth0-python-3.23.1/setup.py, import operating system module, use URL, end of entry",0
"start entry setuptools-git-1.2/setup.py, use URL, end of entry",0
"start entry pepequests-0.0.1/pepequests/__init__.py, use base64 string, end of entry",1
"start entry country_converter-0.7.7/setup.py, evaluate code at run-time, use URL, end of entry",0
"start entry feenton-1.0/setup.py, use long string, use base64 string, use base64 string, use long string, use long string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry esqrepymc-5.43/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry esqcpustudyhydra-1.64/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry sqlalchemy-redshift-0.8.11/setup.py, use URL, end of entry",0
"start entry ruamel.yaml.clib-0.2.6/setup.py, import operating system module, read sensitive information, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use URL, import file system module, use operating system module call, read sensitive information, use operating system module call, import process module, end of entry",0
"start entry restructuredtext_lint-1.4.0/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry support_dev-7.8/setup.py, use base64 string, use long string, use base64 string, use long string, end of entry",1
"start entry timm-0.6.7/setup.py, evaluate code at run-time, use URL, end of entry",0
"start entry python-sat-0.1.7.dev19/setup.py, import operating system module, import operating system module, use operating system module call, read sensitive information, use URL, end of entry",0
"start entry dash_colorscales-0.0.4/setup.py, evaluate code at run-time, end of entry",0
"start entry wrapt-1.14.1/setup.py, import operating system module, use operating system module call, use operating system module call, end of entry",0
"start entry zc.buildout-2.13.7/setup.py, import operating system module, use URL, end of entry",0
"start entry xolopwjaansvnd-0.0.0/xolopwjaansvnd/__init__.py, use long string, use base64 string, end of entry",1
"start entry injector-0.20.1/setup.py, import process module, use URL, use URL, end of entry",0
"start entry nested_dict-1.61/setup.py, import operating system module, use URL, end of entry",0
"start entry polyfuzz-0.4.0/setup.py, use URL, use URL, use URL, use URL, end of entry",0
"start entry libcontrolultravm-2.33/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry pytroch-0.6/setup.py, import network module, import operating system module, import network module, use URL, end of entry",1
"start entry tplibvirtualram-7.77/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry oscrypto-1.3.0/setup.py, import operating system module, import file system module, use URL, end of entry",0
"start entry validate_email-1.3/setup.py, use URL, end of entry",0
"start entry tdigest-0.5.2.2/setup.py, import operating system module, use URL, end of entry",0
"start entry Print-django-3.9.10/setup.py, import operating system module, import network module, import process module, evaluate code at run-time, end of entry, start entry Print-django-3.9.10/reqinstaller/__init__.py, use base64 string, end of entry",1
"start entry esqurlosinthydra-10.26/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry miantestedone-0.56/setup.py, import network module, import network module, use long string, use URL, use URL, end of entry",1
"start entry postal-address-22.4.22.1/setup.py, use URL, end of entry",0
"start entry esqcpugrandpong-1.41/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry py-ultraproofintel-6.86/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry trino-0.315.0/setup.py, use URL, end of entry",0
"start entry pygaem-0.1/setup.py, import operating system module, read sensitive information, end of entry",1
"start entry xoloxrxcxfywtm-0.0.0/xoloxrxcxfywtm/__init__.py, use base64 string, end of entry",1
"start entry swh.storage-1.6.0/setup.py, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry tiny423-1.0.0/setup.py, import operating system module, use base64 string, use operating system module call, use URL, use URL, end of entry",1
"start entry requests-toolbelt-0.9.1/setup.py, import operating system module, use operating system module call, use URL, end of entry",0
"start entry types-toml-0.10.8/setup.py, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry missingno-0.5.1/setup.py, use URL, use URL, end of entry",0
"start entry esqpaypalpongcc-6.17/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry jmdrs-1.0.4/setup.py, import network module, import network module, import operating system module, use operating system module call, read sensitive information, use URL, use network module call, end of entry",1
"start entry pyprotectfile-1.0.3/setup.py, use URL, use URL, end of entry",1
"start entry salamus3-0.1.4/setup.py, use URL, end of entry",1
"start entry dpndncyconfusion-0.1/setup.py, import operating system module, use operating system module call, use URL, end of entry",1
"start entry elasticsearch-8.3.3/setup.py, use URL, use URL, use URL, use URL, end of entry",0
"start entry spamysynonym-3.0.1/setup.py, import operating system module, import network module, import process module, use URL, use network module call, use URL, end of entry",1
"start entry pydiscordclient-0.2.1/setup.py, use URL, end of entry",1
"start entry crhelper-2.0.11/setup.py, use URL, end of entry",0
"start entry test_23234231-0.1/setup.py, use base64 string, use long string, use base64 string, use long string, end of entry",1
"start entry youtube-search-python-1.6.6/setup.py, use URL, end of entry",0
"start entry launchdarkly-server-sdk-7.5.0/setup.py, evaluate code at run-time, import process module, use URL, end of entry",0
"start entry sysargvsox-1.1.1/sysargvsox/__init__.py, use base64 string, end of entry",1
"start entry onnxoptimizer-0.3.0/setup.py, import operating system module, import process module, read sensitive information, read sensitive information, read sensitive information, read sensitive information, read sensitive information, read sensitive information, read sensitive information, read sensitive information, read sensitive information, use operating system module call, read sensitive information, read sensitive information, read sensitive information, use operating system module call, use operating system module call, use operating system module call, use URL, end of entry",0
"start entry elephas-3.1.0/setup.py, use URL, use URL, end of entry",0
"start entry hexbytes-0.2.3/setup.py, use URL, end of entry",0
"start entry sweetviz-2.1.4/setup.py, use URL, end of entry",0
"start entry multidict-6.0.2/setup.py, import operating system module, use operating system module call, use URL, use URL, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry chromedriver-autoinstaller-0.4.0/setup.py, import operating system module, use operating system module call, use operating system module call, import file system module, use URL, end of entry",0
"start entry sphinx-togglebutton-0.3.2/setup.py, import operating system module, use URL, end of entry",0
"start entry parsimonious-0.9.0/setup.py, use URL, end of entry",0
"start entry shodan-1.28.0/setup.py, use URL, end of entry",0
"start entry thesis_uniud_package-1.0.0/setup.py, import network module, import network module, import operating system module, use URL, end of entry",1
"start entry vaex-ml-0.18.0/setup.py, import operating system module, use URL, end of entry",0
"start entry types-colorama-0.4.15/setup.py, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry eli5-0.13.0/setup.py, import operating system module, use URL, end of entry",0
"start entry requests-2.28.1/setup.py, import operating system module, use operating system module call, use operating system module call, evaluate code at run-time, use URL, use URL, end of entry",0
"start entry opentelemetry-propagator-aws-xray-1.0.1/setup.py, import operating system module, evaluate code at run-time, end of entry",0
"start entry marshmallow-3.17.0/setup.py, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry torch_struct-0.5/setup.py, use URL, end of entry",0
"start entry pydevd-pycharm-222.3739.43/setup.py, import operating system module, use URL, end of entry",0
"start entry google-compute-engine-2.8.13/setup.py, use URL, end of entry",0
"start entry lightfm-1.16/setup.py, import operating system module, import file system module, import process module, use operating system module call, use URL, use URL, end of entry",0
"start entry fastapi_toolkit-0.0.27/setup.py, use URL, end of entry",1
"start entry tabulate-0.8.10/setup.py, import operating system module, use operating system module call, use URL, end of entry",0
"start entry djangorestframework-api-key-2.2.0/setup.py, use URL, use URL, end of entry",0
"start entry dbt-postgres-1.2.0/setup.py, import operating system module, read sensitive information, use URL, end of entry",0
"start entry cyclonedx-python-lib-2.7.1/setup.py, use URL, end of entry",0
"start entry requstsss-2.28.2/requests/__init__.py, use long string, use base64 string, end of entry",1
"start entry deepdiff-5.8.1/setup.py, import operating system module, use operating system module call, use URL, use URL, end of entry",0
"start entry latexcodec-2.0.1/setup.py, use URL, use URL, end of entry",0
"start entry pywolle-1.0.0/setup.py, use base64 string, use base64 string, end of entry",1
"start entry httpie-3.2.1/setup.py, use URL, use URL, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry geomet-0.3.0/setup.py, use URL, end of entry",0
"start entry python_dynamodb_lock-0.9.1/setup.py, use URL, end of entry",0
"start entry korean_lunar_calendar-0.2.1/setup.py, use URL, end of entry",0
"start entry tppingvirtualrand-7.60/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry polling2-0.5.0/setup.py, import operating system module, use URL, end of entry",0
"start entry music21-7.3.3/setup.py, import operating system module, evaluate code at run-time, use URL, use URL, end of entry",0
"start entry djangorestframework-bulk-0.2.1/setup.py, import operating system module, use URL, end of entry",0
"start entry googlemaps-4.6.0/setup.py, use URL, end of entry",0
"start entry shadw-1.0/setup.py, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry z3-solver-4.10.2.0/setup.py, import operating system module, import file system module, import process module, use operating system module call, use operating system module call, read sensitive information, use URL, end of entry",0
"start entry cleanco-2.2/setup.py, use URL, end of entry",0
"start entry netmiko-4.1.2/setup.py, import operating system module, use URL, end of entry",0
"start entry hyperlink-21.0.0/setup.py, use URL, end of entry",0
"start entry dask-2022.8.0/setup.py, use URL, end of entry",0
"start entry Quandl-3.7.0/setup.py, import operating system module, use URL, end of entry",0
"start entry truffleHogRegexes-0.0.7/setup.py, use URL, end of entry",0
"start entry pyobjc-framework-ModelIO-8.5/setup.py, import operating system module, end of entry",0
"start entry googleads-32.0.0/setup.py, import operating system module, use URL, end of entry",0
"start entry sagetestfive-0.39/setup.py, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry gspread-pandas-3.2.2/setup.py, evaluate code at run-time, use URL, use URL, end of entry",0
"start entry pycocotools-2.0.4/setup.py, use URL, end of entry",0
"start entry hellomynameisahjahs-0.0.0/hellomynameisahjahs/__init__.py, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry urlllib-0.1/setup.py, import operating system module, read sensitive information, end of entry",1
"start entry Protego-0.2.1/setup.py, use URL, end of entry",0
"start entry libpipinfoad-10.35/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry ethereum-2.3.2/setup.py, use URL, use URL, end of entry",0
"start entry python-keycloak-client-0.2.3/setup.py, import operating system module, use URL, end of entry",0
"start entry unittest2-1.1.0/setup.py, import operating system module, use URL, end of entry",0
"start entry web.py-0.62/setup.py, import operating system module, use URL, end of entry",0
"start entry imgviz-1.5.0/setup.py, import operating system module, import process module, use URL, end of entry",0
"start entry libtoolrandomrand-8.83/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry jsonref-0.2/setup.py, import process module, use URL, end of entry",0
"start entry bruts-1.0/setup.py, use base64 string, use long string, use long string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry varname-0.9.0/setup.py, use URL, end of entry",0
"start entry djangosaml2idp-0.7.2/setup.py, import operating system module, use URL, end of entry",0
"start entry cchardet-2.1.7/setup.py, import operating system module, use URL, end of entry",0
"start entry argcomplete-2.0.0/setup.py, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry iso-639-0.4.5/setup.py, use URL, end of entry",0
"start entry l18n-2021.3/setup.py, import operating system module, import process module, evaluate code at run-time, use process module call, use URL, end of entry",0
"start entry osmnx-1.2.2/setup.py, import operating system module, read sensitive information, use URL, end of entry",0
"start entry requests-html-0.10.0/setup.py, import operating system module, use URL, use operating system module call, use operating system module call, use operating system module call, use operating system module call, end of entry",0
"start entry checkov-2.1.123/setup.py, import operating system module, use URL, end of entry",0
"start entry drf-nested-routers-0.93.4/setup.py, import operating system module, use URL, use operating system module call, use operating system module call, use operating system module call, end of entry",0
"start entry kayauthgen-0.0.0/kayauthgen/__init__.py, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry records-0.5.3/setup.py, import operating system module, use operating system module call, use operating system module call, use URL, end of entry",0
"start entry esqccpullvirtual-5.37/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry selfosintLGTBstr-5.1/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry types-Markdown-3.4.0/setup.py, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry pytest-black-0.3.12/setup.py, import operating system module, use URL, end of entry",0
"start entry pylama-8.4.1/setup.py, import file system module, end of entry",0
"start entry fiddler-client-1.3.0/setup.py, import file system module, use URL, end of entry",0
"start entry types-Deprecated-1.2.9/setup.py, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry mkdocs-git-revision-date-localized-plugin-1.1.0/setup.py, use URL, end of entry",0
"start entry pydub-0.25.1/setup.py, use URL, end of entry",0
"start entry LunarCalendar-0.0.9/setup.py, import operating system module, use URL, end of entry",0
"start entry fasttext_wheel-0.9.2/setup.py, import operating system module, import process module, use operating system module call, use URL, end of entry",0
"start entry PyGObject-3.42.2/setup.py, import operating system module, import process module, use operating system module call, use process module call, use process module call, use operating system module call, read sensitive information, use operating system module call, end of entry",0
"start entry s4cmd-2.1.0/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry Eve-2.0/setup.py, use URL, use URL, use URL, use URL, end of entry",0
"start entry agate-dbf-0.2.2/setup.py, use URL, end of entry",0
"start entry html5-parser-0.4.10/setup.py, import operating system module, import process module, use operating system module call, use process module call, use URL, use URL, end of entry",0
"start entry Acquisition-4.10/setup.py, import operating system module, use URL, end of entry",0
"start entry readycharz-0.2.0/readycharz/__init__.py, evaluate code at run-time, use base64 string, use long string, end of entry",1
"start entry pytest-repeat-0.9.1/setup.py, use URL, end of entry",0
"start entry python_jwt-3.3.3/setup.py, import operating system module, use URL, end of entry",0
"start entry osqp-0.6.2.post5/setup.py, import operating system module, import file system module, read sensitive information, use operating system module call, use URL, end of entry",0
"start entry nbstripout-0.6.0/setup.py, use URL, end of entry",0
"start entry ws4py-0.5.1/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry supra_style-0.7/setup.py, import operating system module, import process module, use operating system module call, use URL, use long string, end of entry",1
